Status,Start Date,Product,Style,Batch Number,Turn Count,Original Gravity,Date,Created By,Task,Temperature,Gravity,pH,Yeast Attenuation,ABV,Actual ABV,Taste Aroma Notes,Batch Locations
Completed,16/08/2023,NEN₂ | Choix du brasseur,NEIPA,1942,1,13.9000,25/08/2023 ,Marc-André Filiatrault,Fermentation Log / Fri Aug 25,0.00,3.80,4.23,72.66%,5.49%,0.00,,
Completed,16/08/2023,NEN₂ | Choix du brasseur,NEIPA,1942,1,13.9000,30/08/2023 ,Antoine Dechamps,Fermentation Log - pre tx,0.00,3.60,4.37,74.10%,5.59%,0.00,,
Completed,16/08/2023,NEN₂ | Choix du brasseur,NEIPA,1942,1,13.9000,31/08/2023 ,Antoine Dechamps,Données finales,0.00,3.30,4.38,76.26%,5.75%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,16/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Wed Aug 16,19.70,10.00,4.64,0.99%,0.05%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,16/08/2023 ,Quentin Trudeau-Cauchon,Turn 1 / Post boil ,0.00,10.10,4.59,0.00%,0.00%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,17/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Aug 17,20.10,6.50,4.03,35.64%,1.93%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,21/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 21,20.10,2.00,3.88,80.20%,4.27%,0.00,Pas de bulle ,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,22/08/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Aug 22,0.00,1.80,3.95,82.18%,4.38%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,24/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 24,20.00,1.60,3.90,84.16%,4.48%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,24/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 24,0.00,3.00,3.78,84.16%,4.48%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,25/08/2023 ,Marc-André Filiatrault,Fermentation Log / Fri Aug 25,0.00,2.10,3.62,79.21%,4.99%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,28/08/2023 ,Marc-André Filiatrault,Fermentation Log / Mon Aug 28,17.80,1.20,3.62,88.12%,5.45%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,30/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 30,20.00,1.00,3.60,90.10%,5.55%,0.00,Pas de bulle ,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,20.00,1.10,3.60,90.10%,5.55%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,01/09/2023 ,Antoine Dechamps,Fermentation Log,0.00,0.00,0.00,100.00%,6.12%,0.05,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,01/09/2023 ,Vincent Martineau,Fermentation Log,18.60,1.10,3.64,89.11%,5.55%,0.00,,
Completed,04/08/2023,BleuAle | Choix du Brasseur,Fruit beer,1943,1,10.1000,05/09/2023 ,Antoine Dechamps,Données finales,0.00,1.10,3.64,89.11%,5.55%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,17/08/2023 ,Quentin Trudeau-Cauchon,Turn 1 / Post boil,0.00,5.10,4.10,0.00%,0.00%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,18/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Fri Aug 18,0.00,4.80,4.24,5.88%,0.16%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,21/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Mon Aug 21,18.10,4.40,4.17,13.73%,0.37%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,23/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Wed Aug 23,0.00,4.40,4.16,13.73%,0.37%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,25/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Fri Aug 25,0.00,4.40,4.22,13.73%,0.37%,0.0039,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,28/08/2023 ,Antoine Dechamps,Fermentation Log,5.50,4.60,4.47,13.73%,0.37%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,30/08/2023 ,Antoine Dechamps,Fermentation Log,0.00,4.70,4.46,13.73%,0.37%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,31/08/2023 ,Antoine Dechamps,Fermentation Log - pre tx,0.00,4.60,4.44,9.80%,0.42%,0.00,,
Completed,17/08/2023,Discipline,Sans Alcool,1944,1,5.1000,01/09/2023 ,Antoine Dechamps,Fermentation Log - can,0.00,4.10,4.33,19.61%,0.68%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,17/08/2023 ,Quentin Trudeau-Cauchon,Brassin #1 / Post boil,0.00,18.90,5.37,0.00%,0.00%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,17/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Aug 17,21.70,18.60,5.02,1.59%,0.17%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,18/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Fri Aug 18,20.00,16.30,4.42,13.76%,1.49%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,21/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 21,19.10,7.50,4.32,60.32%,6.33%,0.00,Bulle un peu ,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,22/08/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Aug 22,0.00,7.20,4.30,61.90%,6.50%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,23/08/2023 ,Marc-André Filiatrault,Fermentation Log / Wed Aug 23,0.00,6.80,4.30,64.02%,6.71%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,24/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 24,0.00,6.70,4.35,64.55%,6.76%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,25/08/2023 ,Marc-André Filiatrault,Fermentation Log / Fri Aug 25,0.00,6.70,4.45,64.55%,6.76%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,25/08/2023 ,Antoine Dechamps,Fermentation Log,0.00,0.00,0.00,100.00%,10.23%,0.073,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,28/08/2023 ,Antoine Dechamps,Fermentation Log - pre tx,0.00,6.60,4.63,100.00%,10.23%,0.00,,
Completed,17/08/2023,Bipap,NEIPA,1945,1,18.9000,29/08/2023 ,Antoine Dechamps,Données finales,0.00,6.60,4.53,65.08%,10.73%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,22/08/2023 ,Marc-André Filiatrault,Brasse #1 / Post boil ,22.70,11.70,5.18,0.00%,0.00%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,22/08/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Aug 22,0.00,11.60,5.10,0.85%,0.05%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,23/08/2023 ,Marc-André Filiatrault,Fermentation Log / Wed Aug 23,0.00,6.80,4.30,41.88%,2.65%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,24/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 24,20.10,4.90,4.23,58.12%,3.64%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,25/08/2023 ,Marc-André Filiatrault,Fermentation Log / Fri Aug 25,0.00,3.90,4.23,66.67%,4.17%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,28/08/2023 ,Marc-André Filiatrault,Fermentation Log / Mon Aug 28,19.90,3.40,4.20,70.94%,4.43%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,29/08/2023 ,Vincent Martineau,Fermentation Log / Tue Aug 29,19.30,3.50,4.29,70.94%,4.43%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,30/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 30,19.70,3.20,4.25,72.65%,4.59%,0.00,On/off ,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,20.10,3.40,4.27,72.65%,4.59%,0.00,,
Completed,22/08/2023,Folle Mesure,NEIPA,1946,1,11.7000,04/09/2023 ,Antoine Dechamps,Données finales,0.00,3.10,4.50,73.50%,4.76%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,23/08/2023 ,Marc-André Filiatrault,Turn 1 / Post boil,19.80,5.20,4.12,0.00%,0.00%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,25/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Fri Aug 25,0.00,4.90,4.24,5.77%,0.16%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,28/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Mon Aug 28,19.40,4.60,4.20,11.54%,0.31%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,30/08/2023 ,Antoine Dechamps,Fermentation Log au 48h / Wed Aug 30,0.00,4.60,4.19,11.54%,0.31%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,01/09/2023 ,Antoine Dechamps,Fermentation Log au 48h / Fri Sep 01,0.00,4.60,4.16,11.54%,0.31%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,05/09/2023 ,Antoine Dechamps,Fermentation Log - pre tx,0.00,4.80,4.37,11.54%,0.31%,0.00,,
Completed,23/08/2023,Discipline,Sans Alcool,1947,1,5.2000,06/09/2023 ,Antoine Dechamps,Données finales,0.00,4.70,4.39,9.62%,0.37%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,12/08/2023 ,Quentin Trudeau-Cauchon,Turn 1 / Fermentation Log / Sat Aug 12,10.10,1.60,4.56,85.84%,5.14%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,24/08/2023 ,Marc-André Filiatrault,Turn 1 / Post boil,0.00,11.30,5.32,85.84%,15.42%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,24/08/2023 ,Marc-André Filiatrault,Turn 1 / Fermentation Log / Thu Aug 24,12.00,11.30,5.29,85.84%,10.28%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,28/08/2023 ,Marc-André Filiatrault,Turn 1 / Fermentation Log / Mon Aug 28,11.90,7.40,4.60,85.84%,7.24%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,29/08/2023 ,Vincent Martineau,Turn 1 / Fermentation Log / Tue Aug 29,14.60,5.60,4.47,85.84%,8.19%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,30/08/2023 ,Vincent Martineau,Turn 1 / Fermentation Log / Wed Aug 30,14.90,3.50,4.49,85.84%,9.29%,0.00,1bar ,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,31/08/2023 ,Marc-André Filiatrault,Turn 1 / Fermentation Log / Thu Aug 31,15.10,2.50,4.52,85.84%,9.80%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,01/09/2023 ,Vincent Martineau,Turn 1 / Fermentation Log / Fri Sep 01,14.50,2.00,4.56,85.84%,10.07%,0.00,1bar ,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,04/09/2023 ,Marc-André Filiatrault,Turn 1 / Fermentation Log / Mon Sep 04,15.20,1.90,4.53,85.84%,10.12%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,05/09/2023 ,Vincent Martineau,Turn 1 / Fermentation Log / Tue Sep 05,14.50,1.70,4.57,85.84%,10.22%,0.00,1bar ,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,07/09/2023 ,Quentin Trudeau-Cauchon,Turn 1 / Fermentation Log / Thu Sep 07,14.10,1.70,4.62,85.84%,10.22%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,08/09/2023 ,Brasseurs JC + Dépôt,Turn 1 / Fermentation Log / Fri Sep 08,14.00,1.70,4.56,85.84%,10.22%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,11/09/2023 ,Quentin Trudeau-Cauchon,Turn 1 / Fermentation Log / Mon Sep 11,11.90,1.60,4.59,85.84%,10.28%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,25/09/2023 ,Antoine Dechamps,Fermentation Log - Pre Tx,0.00,1.50,4.74,85.88%,15.84%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,25/09/2023 ,Antoine Dechamps,Fermentation Log - Post Tx,0.00,1.50,4.65,85.88%,15.84%,0.00,,
Completed,12/08/2023,Oktoberfest,Ambrée / Brune,1948,1,1.6000,29/09/2023 ,Antoine Dechamps,Fermentation Log - Données Finales,-1.10,1.50,4.75,85.88%,15.84%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,29/08/2023 ,Marc-André Filiatrault,Turn 1 / Post boil,0.00,12.00,5.17,0.00%,0.00%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,29/08/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Aug 29,12.20,12.20,5.11,0.00%,0.00%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,30/08/2023 ,Marc-André Filiatrault,Fermentation Log / Wed Aug 30,12.00,12.00,4.92,0.00%,0.10%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,12.10,11.20,4.78,0.32%,0.55%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,02/09/2023 ,Marc-André Filiatrault,Fermentation Log / Sat Sep 02,0.00,8.00,0.00,1.58%,2.28%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,05/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 05,15.00,4.10,4.47,3.08%,4.34%,0.00,Bulle plus ,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,07/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 07,15.00,2.40,4.56,3.72%,5.21%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,11/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Mon Sep 11,15.00,2.20,4.54,3.80%,5.32%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,12/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Tue Sep 12,15.00,2.20,4.54,3.80%,5.32%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,13/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Wed Sep 13,14.90,2.20,4.56,3.80%,5.32%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,25/09/2023 ,Antoine Dechamps,Fermentation Log - Pre Tx,0.00,2.00,4.65,3.87%,5.42%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,25/09/2023 ,Antoine Dechamps,Fermentation Log - Post Tx,0.00,2.00,4.64,3.87%,5.42%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,27/09/2023 ,Antoine Dechamps,Fermentation Log - Pre Can,0.90,2.00,4.69,3.87%,5.42%,0.00,,
Completed,29/08/2023,Gruppetto,Lager,1949,1,12.0000,27/09/2023 ,Antoine Dechamps,Fermentation Log - Can,0.00,2.00,4.65,3.87%,5.42%,0.00,,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,29/08/2023 ,Marc-André Filiatrault,Turn 1 / Post boil ,0.00,15.50,5.23,0.00%,0.00%,0.00,,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,29/08/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Aug 29,22.40,14.80,5.04,4.52%,0.39%,0.00,,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,30/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 30,20.10,13.00,4.56,16.13%,1.40%,0.00,Bulle plus ,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,20.10,8.60,4.29,44.52%,3.80%,0.00,,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,05/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 05,19.50,5.50,4.37,64.52%,5.45%,0.00,Pas de bulle ,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,07/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 07,19.60,5.40,4.42,65.16%,5.50%,0.00,,
Completed,29/08/2023,IPA Test #129 | Citra Mosaic Sabro,NEIPA,1950,1,15.5000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 08,0.00,5.40,4.45,65.16%,5.50%,0.00,,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,30/08/2023 ,Marc-André Filiatrault,Turn 1 / Post Boil,0.00,15.70,4.24,0.00%,0.00%,0.00,,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,30/08/2023 ,Stephane Lavallée,Fermentation Log / Wed Aug 30,23.10,15.50,5.01,1.27%,0.10%,0.00,,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,20.10,12.50,4.32,20.38%,1.78%,0.00,,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,01/09/2023 ,Vincent Martineau,Fermentation Log / Fri Sep 01,19.90,8.30,4.30,47.13%,4.07%,0.00,Bulle plus ,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,04/09/2023 ,Marc-André Filiatrault,Fermentation Log / Mon Sep 04,19.70,6.10,4.29,61.15%,5.24%,0.00,,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,05/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 05,19.40,5.70,4.32,63.69%,5.45%,0.00,Bulle on off ,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,07/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 07,18.60,5.70,4.36,63.69%,5.45%,0.00,,
Completed,30/08/2023,Presta,NEIPA,1951,1,15.7000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 08,17.30,5.70,4.35,63.69%,5.45%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,30/08/2023 ,Stephane Lavallée,Turn 1 / Post boil ,0.00,12.20,5.05,0.00%,0.00%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,30/08/2023 ,Marc-André Filiatrault,Fermentation Log / Wed Aug 30,24.70,12.20,50.10,0.00%,0.00%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,0.00,10.40,4.49,0.71%,0.98%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,01/09/2023 ,Vincent Martineau,Fermentation Log / Fri Sep 01,25.00,6.60,4.25,2.20%,3.03%,0.00,Bulle plus ,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,04/09/2023 ,Marc-André Filiatrault,Fermentation Log / Mon Sep 04,0.00,1.80,4.25,4.02%,5.53%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,05/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 05,23.80,1.60,0.00,4.10%,5.63%,0.00,On off ,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,07/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 07,23.40,1.50,3.33,4.14%,5.69%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 08,0.00,1.40,4.32,4.17%,5.74%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,08/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Fri Sep 08,21.10,1.10,4.30,4.28%,5.88%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,12/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Tue Sep 12,20.70,1.00,4.31,4.32%,5.93%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,12/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Tue Sep 12,20.50,1.00,4.32,4.32%,5.93%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,15/09/2023 ,Maxime Roy,Fermentation Log / Fri Sep 15,20.00,1.00,4.28,4.32%,5.93%,0.00,Pas de bulle,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,20/09/2023 ,Antoine Dechamps,Fermentation Log - Apres Tx,0.00,0.80,4.42,4.39%,6.04%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,20/09/2023 ,Antoine Dechamps,Fermentation log - Avant Tx,2.20,0.80,4.43,4.39%,6.04%,0.00,,
Completed,30/08/2023,Saison Houblonnee,Saison,1952,1,12.2000,22/09/2023 ,Antoine Dechamps,Données finales - Fermentation,1.10,0.80,4.40,4.39%,6.04%,0.00,,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,31/08/2023 ,Marc-André Filiatrault,Turn 1 / Post boil ,0.00,13.50,4.99,0.00%,0.00%,0.00,,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,31/08/2023 ,Victor lalonde,Fermentation Log / Thu Aug 31,0.00,13.50,4.99,0.00%,0.00%,0.00,,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,01/09/2023 ,Victor lalonde,Fermentation Log / Fri Sep 01,20.10,8.20,4.22,39.26%,2.90%,0.00,,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,04/09/2023 ,Marc-André Filiatrault,Fermentation Log / Mon Sep 04,19.90,4.40,4.25,67.41%,4.90%,0.00,,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,05/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 05,20.00,4.00,4.27,70.37%,5.11%,0.00,Bulle un peu ,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,07/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 07,20.10,3.80,4.30,71.85%,5.21%,0.00,,
Completed,31/08/2023,Astrocyclette,NEPA,1953,1,13.5000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 08,0.00,3.80,4.32,71.85%,5.21%,0.00,,
Completed,01/09/2023,Discipline,Sans Alcool,1954,1,5.9000,01/09/2023 ,Vincent Martineau,Turn 1 / Post boil,0.00,5.90,4.25,0.00%,0.00%,0.00,,
Completed,01/09/2023,Discipline,Sans Alcool,1954,1,5.9000,01/09/2023 ,Antoine Dechamps,Fermentation Log au 48h / Fri Sep 01,0.00,5.80,4.32,1.69%,0.05%,0.00,,
Completed,01/09/2023,Discipline,Sans Alcool,1954,1,5.9000,05/09/2023 ,Antoine Dechamps,Fermentation Log au 48h / Tue Sep 05,0.00,5.40,4.20,8.47%,0.26%,0.00,,
Completed,01/09/2023,Discipline,Sans Alcool,1954,1,5.9000,07/09/2023 ,Antoine Dechamps,Fermentation Log au 48h / Thu Sep 07,0.00,5.50,4.21,8.47%,0.26%,0.00,,
Completed,01/09/2023,Discipline,Sans Alcool,1954,1,5.9000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log au 48h / Fri Sep 08,18.00,5.30,4.20,10.17%,0.37%,0.00,,
Completed,01/09/2023,Discipline,Sans Alcool,1954,1,5.9000,13/09/2023 ,Antoine Dechamps,Données finales,0.00,0.00,0.00,100.00%,3.10%,0.0054,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,05/09/2023 ,Vincent Martineau,Turn 1 / Post boil ,0.00,15.20,5.27,0.00%,0.00%,0.00,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,05/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 05,20.30,15.20,5.16,0.00%,0.00%,0.00,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,06/09/2023 ,Marc-André Filiatrault,Fermentation Log / Wed Sep 06,20.00,10.60,4.44,1.84%,2.55%,0.00,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,07/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 07,19.90,4.60,4.21,4.13%,5.75%,0.00,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,11/09/2023 ,Vincent Martineau,Fermentation Log / Mon Sep 11,19.70,3.20,4.34,4.66%,6.48%,0.00,On off ,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,12/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Tue Sep 12,19.90,2.90,4.38,4.77%,6.64%,0.00,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,13/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Wed Sep 13,19.80,2.80,4.37,4.81%,6.69%,0.00,,
Completed,05/09/2023,Double Test IPA #4,Double NEIPA,1955,1,15.2000,14/09/2023 ,Vincent Martineau,Fermentation Log / Thu Sep 14,19.80,3.10,4.41,4.81%,6.69%,0.00,Pas de bulle vraiment hazy ,
